1,1,1744.0,116.0,40.0,107.0,1,1,1.0
2,1,1740.0,116.0,44.0,107.0,1,1,1.0
3,1,1738.0,115.0,44.0,107.0,1,1,1.0
4,1,1738.0,114.0,40.0,107.0,1,1,1.0
5,1,1738.0,113.0,33.0,108.0,1,1,1.0
6,1,1736.0,112.0,31.0,108.0,1,1,1.0
7,1,1733.0,112.0,30.0,107.0,1,1,1.0
9,1,1727.0,113.0,30.0,104.0,1,1,1.0
10,1,1720.0,113.0,36.0,104.0,1,1,1.0
13,1,1705.0,109.0,48.0,108.0,1,1,1.0
14,1,1702.0,109.0,50.0,109.0,1,1,1.0
15,1,1701.0,108.0,49.0,108.0,1,1,1.0
16,1,1701.0,106.0,43.0,109.0,1,1,1.0
17,1,1700.0,106.0,37.0,109.0,1,1,1.0
18,1,1699.0,104.0,32.0,111.0,1,1,1.0
19,1,1698.0,101.0,30.0,114.0,1,1,1.0
20,1,1695.0,101.0,31.0,114.0,1,1,1.0
21,1,1691.0,100.0,33.0,115.0,1,1,1.0
22,1,1685.0,101.0,37.0,114.0,1,1,1.0
23,1,1682.0,101.0,38.0,114.0,1,1,1.0
24,1,1680.0,101.0,37.0,114.0,1,1,1.0
25,1,1679.0,101.0,35.0,115.0,1,1,1.0
26,1,1677.0,100.0,33.0,116.0,1,1,1.0
27,1,1673.0,99.0,34.0,116.0,1,1,1.0
28,1,1670.0,99.0,35.0,117.0,1,1,1.0
29,1,1667.0,98.0,35.0,117.0,1,1,1.0
30,1,1663.0,98.0,36.0,118.0,1,1,1.0
31,1,1655.0,98.0,41.0,118.0,1,1,1.0
32,1,1647.0,98.0,47.0,118.0,1,1,1.0
33,1,1643.0,98.0,51.0,118.0,1,1,1.0
34,1,1640.0,98.0,52.0,118.0,1,1,1.0
35,1,1639.0,98.0,51.0,117.0,1,1,1.0
36,1,1638.0,97.0,47.0,117.0,1,1,1.0
37,1,1638.0,96.0,41.0,118.0,1,1,1.0
38,1,1637.0,95.0,36.0,119.0,1,1,1.0
39,1,1634.0,93.0,36.0,121.0,1,1,1.0
40,1,1630.0,94.0,39.0,120.0,1,1,1.0
41,1,1624.0,96.0,43.0,119.0,1,1,1.0
42,1,1619.0,98.0,48.0,116.0,1,1,1.0
43,1,1613.0,101.0,52.0,113.0,1,1,1.0
44,1,1609.0,101.0,54.0,114.0,1,1,1.0
45,1,1607.0,101.0,52.0,114.0,1,1,1.0
46,1,1607.0,103.0,47.0,112.0,1,1,1.0
48,1,1601.0,95.0,43.0,120.0,1,1,1.0
49,1,1597.0,91.0,42.0,124.0,1,1,1.0
50,1,1592.0,89.0,43.0,126.0,1,1,1.0
51,1,1585.0,89.0,46.0,126.0,1,1,1.0
52,1,1578.0,88.0,50.0,127.0,1,1,1.0
53,1,1573.0,89.0,54.0,127.0,1,1,1.0
54,1,1570.0,88.0,56.0,127.0,1,1,1.0
55,1,1568.0,89.0,55.0,125.0,1,1,1.0
56,1,1568.0,89.0,51.0,124.0,1,1,1.0
57,1,1567.0,89.0,45.0,123.0,1,1,1.0
58,1,1563.0,89.0,43.0,124.0,1,1,1.0
59,1,1557.0,90.0,45.0,123.0,1,1,1.0
60,1,1551.0,90.0,50.0,124.0,1,1,1.0
61,1,1544.0,95.0,56.0,118.0,1,1,1.0
62,1,1542.0,93.0,57.0,121.0,1,1,1.0
63,1,1539.0,92.0,58.0,123.0,1,1,1.0
64,1,1531.0,95.0,64.0,120.0,1,1,1.0
65,1,1530.0,96.0,61.0,120.0,1,1,1.0
66,1,1526.0,95.0,59.0,121.0,1,1,1.0
67,1,1525.0,91.0,53.0,125.0,1,1,1.0
68,1,1526.0,90.0,44.0,125.0,1,1,1.0
69,1,1523.0,85.0,41.0,130.0,1,1,1.0
70,1,1518.0,83.0,42.0,132.0,1,1,1.0
71,1,1508.0,83.0,48.0,132.0,1,1,1.0
72,1,1498.0,83.0,55.0,132.0,1,1,1.0
73,1,1491.0,84.0,60.0,131.0,1,1,1.0
74,1,1487.0,85.0,64.0,130.0,1,1,1.0
75,1,1485.0,85.0,63.0,131.0,1,1,1.0
76,1,1484.0,84.0,59.0,130.0,1,1,1.0
77,1,1483.0,82.0,52.0,132.0,1,1,1.0
78,1,1480.0,80.0,46.0,133.0,1,1,1.0
79,1,1472.0,79.0,49.0,135.0,1,1,1.0
80,1,1463.0,81.0,54.0,134.0,1,1,1.0
81,1,1455.0,86.0,60.0,129.0,1,1,1.0
82,1,1449.0,89.0,66.0,127.0,1,1,1.0
83,1,1444.0,86.0,68.0,129.0,1,1,1.0
84,1,1443.0,86.0,66.0,131.0,1,1,1.0
85,1,1446.0,86.0,58.0,132.0,1,1,1.0
86,1,1443.0,83.0,55.0,134.0,1,1,1.0
87,1,1442.0,84.0,49.0,133.0,1,1,1.0
88,1,1440.0,82.0,42.0,135.0,1,1,1.0
89,1,1436.0,79.0,42.0,138.0,1,1,1.0
90,1,1427.0,78.0,47.0,139.0,1,1,1.0
91,1,1415.0,78.0,56.0,139.0,1,1,1.0
92,1,1405.0,81.0,63.0,136.0,1,1,1.0
93,1,1400.0,85.0,68.0,132.0,1,1,1.0
94,1,1397.0,86.0,69.0,131.0,1,1,1.0
95,1,1395.0,86.0,66.0,131.0,1,1,1.0
96,1,1395.0,82.0,61.0,134.0,1,1,1.0
97,1,1392.0,82.0,54.0,135.0,1,1,1.0
98,1,1389.0,79.0,49.0,138.0,1,1,1.0
99,1,1382.0,82.0,50.0,136.0,1,1,1.0
101,1,1365.0,83.0,61.0,136.0,1,1,1.0
102,1,1358.0,83.0,66.0,136.0,1,1,1.0
103,1,1353.0,84.0,70.0,136.0,1,1,1.0
104,1,1351.0,86.0,68.0,135.0,1,1,1.0
105,1,1348.0,86.0,66.0,135.0,1,1,1.0
106,1,1346.0,85.0,60.0,136.0,1,1,1.0
107,1,1348.0,81.0,50.0,140.0,1,1,1.0
108,1,1347.0,79.0,45.0,142.0,1,1,1.0
109,1,1342.0,77.0,46.0,144.0,1,1,1.0
110,1,1331.0,76.0,53.0,145.0,1,1,1.0
111,1,1318.0,77.0,64.0,144.0,1,1,1.0
112,1,1308.0,78.0,71.0,143.0,1,1,1.0
113,1,1302.0,78.0,74.0,143.0,1,1,1.0
114,1,1299.0,78.0,73.0,143.0,1,1,1.0
115,1,1297.0,80.0,69.0,141.0,1,1,1.0
116,1,1296.0,77.0,64.0,144.0,1,1,1.0
117,1,1292.0,76.0,56.0,146.0,1,1,1.0
118,1,1289.0,77.0,49.0,146.0,1,1,1.0
119,1,1282.0,79.0,50.0,145.0,1,1,1.0
120,1,1275.0,81.0,53.0,144.0,1,1,1.0
121,1,1263.0,79.0,61.0,146.0,1,1,1.0
122,1,1256.0,79.0,66.0,147.0,1,1,1.0
123,1,1250.0,79.0,70.0,147.0,1,1,1.0
124,1,1248.0,79.0,71.0,148.0,1,1,1.0
125,1,1247.0,78.0,64.0,149.0,1,1,1.0
126,1,1243.0,77.0,56.0,151.0,1,1,1.0
127,1,1243.0,76.0,46.0,152.0,1,1,1.0
128,1,1237.0,75.0,45.0,152.0,1,1,1.0
129,1,1229.0,75.0,47.0,153.0,1,1,1.0
130,1,1218.0,75.0,55.0,152.0,1,1,1.0
131,1,1204.0,77.0,67.0,151.0,1,1,1.0
132,1,1193.0,77.0,77.0,151.0,1,1,1.0
133,1,1187.0,78.0,82.0,151.0,1,1,1.0
134,1,1183.0,78.0,82.0,151.0,1,1,1.0
